id,value
id_0,0.04862233135556404
id_1,0.04862233135556404
id_2,0.04862233135556404
id_3,0.04862233135556404
id_4,0.04862233135556404
id_5,0.04862233135556404
id_6,0.04862233135556404
id_7,0.04862233135556404
id_8,0.04862233135556404
id_9,0.04862233135556404
id_10,0.04862233135556404
id_11,0.04862233135556404
id_12,0.04862233135556404
id_13,0.04862233135556404
id_14,0.04862233135556404
id_15,0.04862233135556404
id_16,0.04862233135556404
id_17,0.04862233135556404
id_18,0.04862233135556404
id_19,0.04862233135556404
id_20,0.04862233135556404
id_21,0.04862233135556404
id_22,0.04862233135556404
id_23,0.04862233135556404
id_24,0.04862233135556404
id_25,0.04862233135556404
id_26,0.04862233135556404
id_27,0.04862233135556404
id_28,0.04862233135556404
id_29,0.04862233135556404
id_30,0.04862233135556404
id_31,0.04862233135556404
id_32,0.04862233135556404
id_33,0.04862233135556404
id_34,0.04862233135556404
id_35,0.04862233135556404
id_36,0.04862233135556404
id_37,0.04862233135556404
id_38,0.04862233135556404
id_39,0.04862233135556404
id_40,0.04862233135556404
id_41,0.04862233135556404
id_42,0.04862233135556404
id_43,0.04862233135556404
id_44,0.04862233135556404
id_45,0.04862233135556404
id_46,0.04862233135556404
id_47,0.04862233135556404
id_48,0.04862233135556404
id_49,0.04862233135556404
id_50,0.04862233135556404
id_51,0.04862233135556404
id_52,0.04862233135556404
id_53,0.04862233135556404
id_54,0.04862233135556404
id_55,0.04862233135556404
id_56,0.04862233135556404
id_57,0.04862233135556404
id_58,0.04862233135556404
id_59,0.04862233135556404
id_60,0.04862233135556404
id_61,0.04862233135556404
id_62,0.04862233135556404
id_63,0.04862233135556404
id_64,0.04862233135556404
id_65,0.04862233135556404
id_66,0.04862233135556404
id_67,0.04862233135556404
id_68,0.04862233135556404
id_69,0.04862233135556404
id_70,0.04862233135556404
id_71,0.04862233135556404
id_72,0.04862233135556404
id_73,0.04862233135556404
id_74,0.04862233135556404
id_75,0.04862233135556404
id_76,0.04862233135556404
id_77,0.04862233135556404
id_78,0.04862233135556404
id_79,0.04862233135556404
id_80,0.04862233135556404
id_81,0.04862233135556404
id_82,0.04862233135556404
id_83,0.04862233135556404
id_84,0.04862233135556404
id_85,0.04862233135556404
id_86,0.04862233135556404
id_87,0.04862233135556404
id_88,0.04862233135556404
id_89,0.04862233135556404
id_90,0.04862233135556404
id_91,0.04862233135556404
id_92,0.04862233135556404
id_93,0.04862233135556404
id_94,0.04862233135556404
id_95,0.04862233135556404
id_96,0.04862233135556404
id_97,0.04862233135556404
id_98,0.04862233135556404
id_99,0.04862233135556404
id_100,0.04862233135556404
id_101,0.04862233135556404
id_102,0.04862233135556404
id_103,0.04862233135556404
id_104,0.04862233135556404
id_105,0.04862233135556404
id_106,0.04862233135556404
id_107,0.04862233135556404
id_108,0.04862233135556404
id_109,0.04862233135556404
id_110,0.04862233135556404
id_111,0.04862233135556404
id_112,0.04862233135556404
id_113,0.04862233135556404
id_114,0.04862233135556404
id_115,0.04862233135556404
id_116,0.04862233135556404
id_117,0.04862233135556404
id_118,0.04862233135556404
id_119,0.04862233135556404
id_120,0.04862233135556404
id_121,0.04862233135556404
id_122,0.04862233135556404
id_123,0.04862233135556404
id_124,0.04862233135556404
id_125,0.04862233135556404
id_126,0.04862233135556404
id_127,0.04862233135556404
id_128,0.04862233135556404
id_129,0.04862233135556404
id_130,0.04862233135556404
id_131,0.04862233135556404
id_132,0.04862233135556404
id_133,0.04862233135556404
id_134,0.04862233135556404
id_135,0.04862233135556404
id_136,0.04862233135556404
id_137,0.04862233135556404
id_138,0.04862233135556404
id_139,0.04862233135556404
id_140,0.04862233135556404
id_141,0.04862233135556404
id_142,0.04862233135556404
id_143,0.04862233135556404
id_144,0.04862233135556404
id_145,0.04862233135556404
id_146,0.04862233135556404
id_147,0.04862233135556404
id_148,0.04862233135556404
id_149,0.04862233135556404
id_150,0.04862233135556404
id_151,0.04862233135556404
id_152,0.04862233135556404
id_153,0.04862233135556404
id_154,0.04862233135556404
id_155,0.04862233135556404
id_156,0.04862233135556404
id_157,0.04862233135556404
id_158,0.04862233135556404
id_159,0.04862233135556404
